Provinsi,Kabupaten/Kota,Kecamatan,Harga per Kg
Bengkulu,Kab Bengkulu Selatan,Air Nipis,8500
Bengkulu,Kab Bengkulu Selatan,Bunga Mass,8500
Bengkulu,Kab Bengkulu Selatan,Kedurang,8500
Bengkulu,Kab Bengkulu Selatan,Kedurang Ilir,8500
Bengkulu,Kab Bengkulu Selatan,Kota Manna,8500
Bengkulu,Kab Bengkulu Selatan,Manna,8500
Bengkulu,Kab Bengkulu Selatan,Pasar Manna,8500
Bengkulu,Kab Bengkulu Selatan,Pino,8500
Bengkulu,Kab Bengkulu Selatan,Pino Raya,8500
Bengkulu,Kab Bengkulu Selatan,Seginim,8500
Bengkulu,Kab Bengkulu Selatan,Ulu Manna,8500
Bengkulu,Kab Bengkulu Tengah,Bang Haji,8500
Bengkulu,Kab Bengkulu Tengah,Karang Tinggi,8500
Bengkulu,Kab Bengkulu Tengah,Merigi Kelindang,8500
Bengkulu,Kab Bengkulu Tengah,Merigi Sakti,8500
Bengkulu,Kab Bengkulu Tengah,Pagar Jati,8500
Bengkulu,Kab Bengkulu Tengah,Pematang Tiga,8500
Bengkulu,Kab Bengkulu Tengah,Pondok Kelapa,8500
Bengkulu,Kab Bengkulu Tengah,Pondok Kubang,8500
Bengkulu,Kab Bengkulu Tengah,Semidang Lagan,8500
Bengkulu,Kab Bengkulu Tengah,Taba Penanjung,8500
Bengkulu,Kab Bengkulu Tengah,Talang Empat,8500
Bengkulu,Kab Bengkulu Utara,Air Besi,8500
Bengkulu,Kab Bengkulu Utara,Air Napal,8500
Bengkulu,Kab Bengkulu Utara,Air Padang,8500
Bengkulu,Kab Bengkulu Utara,Arga Makmur,8500
Bengkulu,Kab Bengkulu Utara,Arma Jaya,8500
Bengkulu,Kab Bengkulu Utara,Batik Nau,8500
Bengkulu,Kab Bengkulu Utara,Enggano,8500
Bengkulu,Kab Bengkulu Utara,Giri Mulia,8500
Bengkulu,Kab Bengkulu Utara,Hulu Palik,8500
Bengkulu,Kab Bengkulu Utara,Kerkap,8500
Bengkulu,Kab Bengkulu Utara,Ketahun,8500
Bengkulu,Kab Bengkulu Utara,Lais-Arg,8500
Bengkulu,Kab Bengkulu Utara,Marga Sakti Sebelat,8500
Bengkulu,Kab Bengkulu Utara,Napal Putih,8500
Bengkulu,Kab Bengkulu Utara,Padang Jaya,8500
Bengkulu,Kab Bengkulu Utara,Pinang Raya,8500
Bengkulu,Kab Bengkulu Utara,Putri Hijau,8500
Bengkulu,Kab Bengkulu Utara,Tanjung Agung Palik,8500
Bengkulu,Kab Bengkulu Utara,Ulok Kupai,8500
Bengkulu,Kab Kaur,Kaur Selatan,8500
Bengkulu,Kab Kaur,Kaur Tengah,8500
Bengkulu,Kab Kaur,Kaur Utara,8500
Bengkulu,Kab Kaur,Kelam Tengah,8500
Bengkulu,Kab Kaur,Kinal,8500
Bengkulu,Kab Kaur,Luas,8500
Bengkulu,Kab Kaur,Lungkang Kule,8500
Bengkulu,Kab Kaur,Maje,8500
Bengkulu,Kab Kaur,Muara Sahung,8500
Bengkulu,Kab Kaur,Muara Tetap,8500
Bengkulu,Kab Kaur,Nasal,8500
Bengkulu,Kab Kaur,Padang Guci Hulu,8500
Bengkulu,Kab Kaur,Padang Guci Ilir,8500
Bengkulu,Kab Kaur,Semidang Gumai,8500
Bengkulu,Kab Kaur,Tanjung Kemuning,8500
Bengkulu,Kab Kepahiang,Bermani Ilir,8500
Bengkulu,Kab Kepahiang,Kabawetan,8500
Bengkulu,Kab Kepahiang,Kemumu,8500
Bengkulu,Kab Kepahiang,Kepahiang,8500
Bengkulu,Kab Kepahiang,Merigi,8500
Bengkulu,Kab Kepahiang,Seberang Musi,8500
Bengkulu,Kab Kepahiang,Tebat Karai,8500
Bengkulu,Kab Kepahiang,Ujan Mas-Kpa,8500
Bengkulu,Kab Lebong,Amen,8500
Bengkulu,Kab Lebong,Bingin Kuning,8500
Bengkulu,Kab Lebong,Lebong Atas,8500
Bengkulu,Kab Lebong,Lebong Sakti,8500
Bengkulu,Kab Lebong,Lebong Selatan,8500
Bengkulu,Kab Lebong,Lebong Tengah,8500
Bengkulu,Kab Lebong,Lebong Utara,8500
Bengkulu,Kab Lebong,Pelabai,8500
Bengkulu,Kab Lebong,Pinang Belapis,8500
Bengkulu,Kab Lebong,Rimbo Pengadang,8500
Bengkulu,Kab Lebong,Topos,8500
Bengkulu,Kab Lebong,Uram Jaya,8500
Bengkulu,Kab Muko Muko,Air Dikit,8500
Bengkulu,Kab Muko Muko,Air Majunto,8500
Bengkulu,Kab Muko Muko,Air Rami,8500
Bengkulu,Kab Muko Muko,Lubuk Pinang,8500
Bengkulu,Kab Muko Muko,Malin Deman,8500
Bengkulu,Kab Muko Muko,Muko Muko Selatan-Ipuh,8500
Bengkulu,Kab Muko Muko,Muko Muko Utara,8500
Bengkulu,Kab Muko Muko,Penarik ,8500
Bengkulu,Kab Muko Muko,Pondok Suguh,8500
Bengkulu,Kab Muko Muko,Selagan Raya,8500
Bengkulu,Kab Muko Muko,Sungai Rumbai-Muko,8500
Bengkulu,Kab Muko Muko,Teramang Jaya,8500
Bengkulu,Kab Muko Muko,Teras Terunjam,8500
Bengkulu,Kab Muko Muko,V Koto,8500
Bengkulu,Kab Muko Muko,Xiv Koto,8500
Bengkulu,Rejang Lebong,Bermani Ulu,8500
Bengkulu,Rejang Lebong,Bemani Ulu Raya,8500
Bengkulu,Rejang Lebong,Binduriang,8500
Bengkulu,Rejang Lebong,Curup,8500
Bengkulu,Rejang Lebong,Curup Selatan,8500
Bengkulu,Rejang Lebong,Curup Tengah,8500
Bengkulu,Rejang Lebong,Curup Timur,8500
Bengkulu,Rejang Lebong,Curup Utara,8500
Bengkulu,Rejang Lebong,Kota Padang,8500
Bengkulu,Rejang Lebong,Padang Ulak Tanding,8500
Bengkulu,Rejang Lebong,Selupu Rejang,8500
Bengkulu,Rejang Lebong,Sindang Beliti Ilir,8500
Bengkulu,Rejang Lebong,Sindang Beliti Ulu,8500
Bengkulu,Rejang Lebong,Sindang Daratan,8500
Bengkulu,Rejang Lebong,Sindang Kelingi,8500
Bengkulu,Kab Seluma,Air Periukan,8500
Bengkulu,Kab Seluma,Ilir Talo,8500
Bengkulu,Kab Seluma,Lubuk Sandi,8500
Bengkulu,Kab Seluma,Seluma,8500
Bengkulu,Kab Seluma,Seluma Barat,8500
Bengkulu,Kab Seluma,Seluma Selatan,8500
Bengkulu,Kab Seluma,Seluma Timur,8500
Bengkulu,Kab Seluma,Seluma Utara,8500
Bengkulu,Kab Seluma,Semidang Alas,8500
Bengkulu,Kab Seluma,Semidang Alas Maras,8500
Bengkulu,Kab Seluma,Sukaraja-Tas,8500
Bengkulu,Kab Seluma,Talo ,8500
Bengkulu,Kab Seluma,Talo Kecil,8500
Bengkulu,Kab Seluma,Ulu Talo,8500
Bengkulu,Kota Bengkulu,Gading Cempaka,7500
Bengkulu,Kota Bengkulu,Kampung Melayu,7500
Bengkulu,Kota Bengkulu,Muara Bangkahulu,7500
Bengkulu,Kota Bengkulu,Ratu Agung,7500
Bengkulu,Kota Bengkulu,Ratu Samban,7500
Bengkulu,Kota Bengkulu,Selebar,7500
Bengkulu,Kota Bengkulu,Singaran Pati,7500
Bengkulu,Kota Bengkulu,Sungai Serut,7500
Bengkulu,Kota Bengkulu,Teluk Segara,7500
Daerah Istimewa Yogyakarta,Bantul,BambangLipuro,2500
Daerah Istimewa Yogyakarta,Bantul,Banguntapan,2500
Daerah Istimewa Yogyakarta,Bantul,Bantul,2500
Daerah Istimewa Yogyakarta,Bantul,Dlingo,2500
Daerah Istimewa Yogyakarta,Bantul,Imogiri,2500
Daerah Istimewa Yogyakarta,Bantul,Jetis-Btl,2500
Daerah Istimewa Yogyakarta,Bantul,Kasihan,2500
Daerah Istimewa Yogyakarta,Bantul,Kretek,2500
Daerah Istimewa Yogyakarta,Bantul,Pajangan ,2500
Daerah Istimewa Yogyakarta,Bantul,Pandak,2500
Daerah Istimewa Yogyakarta,Bantul,Piyungan,2500
Daerah Istimewa Yogyakarta,Bantul,Pleret,2500
Daerah Istimewa Yogyakarta,Bantul,Pundong,2500
Daerah Istimewa Yogyakarta,Bantul,Sanden,2500
Daerah Istimewa Yogyakarta,Bantul,Sedayu,2500
Daerah Istimewa Yogyakarta,Bantul,Sewon,2500
Daerah Istimewa Yogyakarta,Bantul,Srandakan,2500
Daerah Istimewa Yogyakarta,GunungKidul,Gedangsari,2500
Daerah Istimewa Yogyakarta,GunungKidul,Girisubo,2500
Daerah Istimewa Yogyakarta,GunungKidul,Karangmojo,2500
Daerah Istimewa Yogyakarta,GunungKidul,Ngawen-Wno,2500
Daerah Istimewa Yogyakarta,GunungKidul,Nglipar,2500
Daerah Istimewa Yogyakarta,GunungKidul,Paliyan,2500
Daerah Istimewa Yogyakarta,GunungKidul,Panggang,2500
Daerah Istimewa Yogyakarta,GunungKidul,Patuk ,2500
Daerah Istimewa Yogyakarta,GunungKidul,Playen ,2500
Daerah Istimewa Yogyakarta,GunungKidul,Ponjong,2500
Daerah Istimewa Yogyakarta,GunungKidul,Purwosari-Wno,2500
Daerah Istimewa Yogyakarta,GunungKidul,Rongkop,2500
Daerah Istimewa Yogyakarta,GunungKidul,Saptosari,2500
Daerah Istimewa Yogyakarta,GunungKidul,Semanu,2500
Daerah Istimewa Yogyakarta,GunungKidul,Semin,2500
Daerah Istimewa Yogyakarta,GunungKidul,Tanjungsari-Wno,2500
Daerah Istimewa Yogyakarta,GunungKidul,Tepus,2500
Daerah Istimewa Yogyakarta,GunungKidul,Wonosari-Wno,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Galur,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Girimulyo,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Kalibawang-Klp,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Kokap,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Lendah,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Nanggulan,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Panjatan,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Pengasih,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Samigaluh,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Sentolo,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Temon,2500
Daerah Istimewa Yogyakarta,Kulon Progo,Wates-Klp,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Berbah,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Cangkringan,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Depok-Slm,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Gamping,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Godean,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Kalasan,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Minggir,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Mlati,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Moyudan,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Ngaglik,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Ngemplak-Slm,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Pakem-Slm,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Prambanan-Slm,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Seyegan,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Sleman,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Tempel,2500
Daerah Istimewa Yogyakarta,Kab Sleman,Turi-Slm,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Danurejan,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Gedong Tengen,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Gondokusuman,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Gondomanan,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Jetis-Jog,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Kotagede,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Kraton-Jog,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Mantrijeron,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Mergangsan,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Ngampilan,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Pakualaman,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Tegalrejo-Jog,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Umbulharjo,2500
Daerah Istimewa Yogyakarta,Yogyakarta,Wirobrajan,2500
DKI Jakarta,Jakarta Barat,Cengkareng,3200
DKI Jakarta,Jakarta Barat,Grogol Petamburan,3200
DKI Jakarta,Jakarta Barat,Kalideres,3200
DKI Jakarta,Jakarta Barat,Kebon Jeruk,3200
DKI Jakarta,Jakarta Barat,Kembangan,3200
DKI Jakarta,Jakarta Barat,Palmerah,3200
DKI Jakarta,Jakarta Barat,Taman Sari-Jkt,3200
DKI Jakarta,Jakarta Barat,Tambora,3200
DKI Jakarta,Jakarta Pusat,Cempaka Putih,3200
DKI Jakarta,Jakarta Pusat,Gambir,3200
DKI Jakarta,Jakarta Pusat,Johar Baru,3200
DKI Jakarta,Jakarta Pusat,Kemayoran,3200
DKI Jakarta,Jakarta Pusat,Menteng,3200
DKI Jakarta,Jakarta Pusat,Sawah Besar,3200
DKI Jakarta,Jakarta Pusat,Senen,3200
DKI Jakarta,Jakarta Pusat,Tanah Abang-Jkt,3200
DKI Jakarta,Jakarta Selatan,Cilandak,3200
DKI Jakarta,Jakarta Selatan,Jagakarsa,3200
DKI Jakarta,Jakarta Selatan,Kebayoran Baru,3200
DKI Jakarta,Jakarta Selatan,Kebayoran Lama,3200
DKI Jakarta,Jakarta Selatan,Mampang Prapatan,3200
DKI Jakarta,Jakarta Selatan,Pancoran,3200
DKI Jakarta,Jakarta Selatan,Pasar Minggu,3200
DKI Jakarta,Jakarta Selatan,Pesanggrahan-Jkt,3200
DKI Jakarta,Jakarta Selatan,Setiabudi,3200
DKI Jakarta,Jakarta Selatan,Tebet,3200
DKI Jakarta,Jakarta Timur,Cakung,3200
DKI Jakarta,Jakarta Timur,Cipayung-Jkt,3200
DKI Jakarta,Jakarta Timur,Ciracas,3200
DKI Jakarta,Jakarta Timur,Duren Sawit,3200
DKI Jakarta,Jakarta Timur,Jatinegara-Jkt,3200
DKI Jakarta,Jakarta Timur,Kramat Jati,3200
DKI Jakarta,Jakarta Timur,Makasar,3200
DKI Jakarta,Jakarta Timur,Matraman,3200
DKI Jakarta,Jakarta Timur,Pasar Rebo,3200
DKI Jakarta,Jakarta Timur,Pulo Gadung,3200
DKI Jakarta,Jakarta Utara,Cilincing,3200
DKI Jakarta,Jakarta Utara,Kelapa Gading,3200
DKI Jakarta,Jakarta Utara,Koja,3200
DKI Jakarta,Jakarta Utara,Pademangan,3200
DKI Jakarta,Jakarta Utara,Penjaringan,3200
DKI Jakarta,Jakarta Utara,Tanjung Priok,3200
Gorontalo,Kab Boalemo,Botumoita,15500
Gorontalo,Kab Boalemo,Dulupi,15500
Gorontalo,Kab Boalemo,Mananggu,15500
Gorontalo,Kab Boalemo,Paguyaman,15500
Gorontalo,Kab Boalemo,Paguyaman Pantai,15500
Gorontalo,Kab Boalemo,Tilamuta,15500
Gorontalo,Kab Boalemo,Wonosari,15500
Gorontalo,Kab Bone Bolango,Bone Raya,15500
Gorontalo,Kab Bone Bolango,Bone-Suw,15500
Gorontalo,Kab Bone Bolango,Bone Pantai,15500
Gorontalo,Kab Bone Bolango,Botu Pingge,15500
Gorontalo,Kab Bone Bolango,Bulango Selatan,15500
Gorontalo,Kab Bone Bolango,Bulango Timur,15500
Gorontalo,Kab Bone Bolango,Bulango Ulu,15500
Gorontalo,Kab Bone Bolango,Bulango Utara,15500
Gorontalo,Kab Bone Bolango,Bulawa,15500
Gorontalo,Kab Bone Bolango,Kabila,15500
Gorontalo,Kab Bone Bolango,Kabila Bone,15500
Gorontalo,Kab Bone Bolango,Pinogu,15500
Gorontalo,Kab Bone Bolango,Suwawa,15500
Gorontalo,Kab Bone Bolango,Suwawa Selatan,15500
Gorontalo,Kab Bone Bolango,Suwawa Tengah,15500
Gorontalo,Kab Bone Bolango,Suwawa Timur,15500
Gorontalo,Kab Bone Bolango,Tapa Tilongkabila,15500
Gorontalo,Kab Gorontalo,Asparaga-Lbo,15500
Gorontalo,Kab Gorontalo,Batudaa Pantai-Lbo,15500
Gorontalo,Kab Gorontalo,Bilato,15500
Gorontalo,Kab Gorontalo,Biluhu,15500
Gorontalo,Kab Gorontalo,Boliohuto,15500
Gorontalo,Kab Gorontalo,Bongonmeme-Lbo,15500
Gorontalo,Kab Gorontalo,Dungaliyo,15500
Gorontalo,Kab Gorontalo,Limboto,15500
Gorontalo,Kab Gorontalo,Limboto Barat-Lbo,15500
Gorontalo,Kab Gorontalo,Mootilango-Lbo,15500
Gorontalo,Kab Gorontalo,Pulubala-Lbo,15500
Gorontalo,Kab Gorontalo,Tabongo-Lbo,15500
Gorontalo,Kab Gorontalo,Telaga,15500
Gorontalo,Kab Gorontalo,Telaga Biru-Lbo,15500
Gorontalo,Kab Gorontalo,Telaga Jaya-Lbo,15500
Gorontalo,Kab Gorontalo,Tibawa-Lbo,15500
Gorontalo,Kab Gorontalo,Tilango-Lbo,15500
Gorontalo,Kab Gorontalo,Tolangohula-Lbo,15500
Gorontalo,Kab Gorontalo Utara,Anggrek,15500
Gorontalo,Kab Gorontalo Utara,Atinggola,15500
Gorontalo,Kab Gorontalo Utara,Biau-Kwd,15500
Gorontalo,Kab Gorontalo Utara,Gentuma Raya,15500
Gorontalo,Kab Gorontalo Utara,Kwandang,15500
Gorontalo,Kab Gorontalo Utara,Monano,15500
Gorontalo,Kab Gorontalo Utara,Ponelo,15500
Gorontalo,Kab Gorontalo Utara,Kepulauan,15500
Gorontalo,Kab Gorontalo Utara,Sumalata,15500
Gorontalo,Kab Gorontalo Utara,Sumalata Timur,15500
Gorontalo,Kab Gorontalo Utara,Tolinggula,15500
Gorontalo,Kab Gorontalo Utara,Tomolito,15500
Gorontalo,Kab Pahuwato,Buntulia,15500
Gorontalo,Kab Pahuwato,Dengilo,15500
Gorontalo,Kab Pahuwato,Duhiadaa,15500
Gorontalo,Kab Pahuwato,Lemito,15500
Gorontalo,Kab Pahuwato,Marisa,15500
Gorontalo,Kab Pahuwato,Paguat,15500
Gorontalo,Kab Pahuwato,Patilanggio,15500
Gorontalo,Kab Pahuwato,Popayato,15500
Gorontalo,Kab Pahuwato,Popayato Barat,15500
Gorontalo,Kab Pahuwato,Popayato Timur,15500
Gorontalo,Kab Pahuwato,Randangan,15500
Gorontalo,Kab Pahuwato,Taluduti,15500
Gorontalo,Kab Pahuwato,Wanggarasi,15500
Gorontalo,Kota Gorontalo,Dumbo Raya,14500
Gorontalo,Kota Gorontalo,Dungingi,14500
Gorontalo,Kota Gorontalo,Hulonthalangi,14500
Gorontalo,Kota Gorontalo,Kota Barat,14500
Gorontalo,Kota Gorontalo,Kota Selatan,14500
Gorontalo,Kota Gorontalo,Kota tengah,14500
Gorontalo,Kota Gorontalo,Kota Timur,14500
Gorontalo,Kota Gorontalo,Kota Utara,14500
Gorontalo,Kota Gorontalo,Sipatana,14500
Jambi,Kab Batanghari,Bajubang,8000
Jambi,Kab Batanghari,Batin,8000
Jambi,Kab Batanghari,Bungku,8000
Jambi,Kab Batanghari,Ladang Peris,8000
Jambi,Kab Batanghari,Mekar Jaya,8000
Jambi,Kab Batanghari,Mekar Sari Nes,8000
Jambi,Kab Batanghari,Penerokan,8000
Jambi,Kab Batanghari,Petajen,8000
Jambi,Kab Batanghari,Pompa Air,8000
Jambi,Kab Batanghari,Sungkai,8000
Jambi,Kab Bungo,Bathin Ii Babeko,8000
Jambi,Kab Bungo,Bathin Ii Oelayang,8000
Jambi,Kab Bungo,Bathin Iii,8000
Jambi,Kab Bungo,Bathin Iii Ulu,8000
Jambi,Kab Bungo,Bungo Dani,8000
Jambi,Kab Bungo,Jujuhan,8000
Jambi,Kab Bungo,Jujuhan Ilir,8000
Jambi,Kab Bungo,Limbur Lubuk Mengkuang,8000
Jambi,Kab Bungo,Muko-Muko,8000
Jambi,Kab Bungo,Pasar Ma.Bungo,8000
Jambi,Kab Bungo,Pelepat,8000
Jambi,Kab Bungo,Pelepat Ilir,8000
Jambi,Kab Bungo,Rantau Pandan,8000
Jambi,Kab Bungo,Rimbo Tengah,8000
Jambi,Kab Bungo,Tanah Sepenggal,8000
Jambi,Kab Bungo,Tanah Sepenggal Lintas,8000
Jambi,Kab Bungo,Tanah Tumbuh,8000
Jambi,Kab Kerinci,Air Hangat,8000
Jambi,Kab Kerinci,Air Hangat Barat,8000
Jambi,Kab Kerinci,Air Hangat Timur,8000
Jambi,Kab Kerinci,Batang Merangin,8000
Jambi,Kab Kerinci,Bukit Kerman,8000
Jambi,Kab Kerinci,Daun Kerinci,8000
Jambi,Kab Kerinci,Depati Tujuh,8000
Jambi,Kab Kerinci,Gunung Kerinci,8000
Jambi,Kab Kerinci,Gunung Raya,8000
Jambi,Kab Kerinci,Gunung Tujuh,8000
Jambi,Kab Kerinci,Kayu Aro,8000
Jambi,Kab Kerinci,Kayu Aro Barat,8000
Jambi,Kab Kerinci,Keliling Danau,8000
Jambi,Kab Kerinci,Sitinjau Laut,8000
Jambi,Kab Kerinci,Siulak,8000
Jambi,Kab Kerinci,Siulak Mukai,8000
Jambi,Merangin,Bangko Barat,8000
Jambi,Merangin,Bangko-Bao,8000
Jambi,Merangin,Batang Masumai,8000
Jambi,Merangin,Jangkat,8000
Jambi,Merangin,Lembah Masurai,8000
Jambi,Merangin,Margo Tabir,8000
Jambi,Merangin,Muara Siau,8000
Jambi,Merangin,Nalo Tantang,8000
Jambi,Merangin,Pamenang,8000
Jambi,Merangin,Pamenang Barat,8000
Jambi,Merangin,Pamenang Selatan,8000
Jambi,Merangin,Pangkalan Jambu,8000
Jambi,Merangin,Renah Pembarap,8000
Jambi,Merangin,Renah Pemenang,8000
Jambi,Merangin,Sungai Manau,8000
Jambi,Merangin,Tabir,8000
