Provinsi,Kabupaten/Kota,Kecamatan,Harga per Kg
Kalimantan Barat,Kab Melawi,Pinoh Utara,12400
Kalimantan Barat,Kab Melawi,Sayan,12400
Kalimantan Barat,Kab Melawi,Sokan,12400
Kalimantan Barat,Kab Melawi,Tanah Pinoh,12400
Kalimantan Barat,Kab Melawi,Tanah Pinoh Barat,12400
Kalimantan Barat,Kab Mempawah,Anjongan,12400
Kalimantan Barat,Kab Mempawah,Mempawah Hilir,12400
Kalimantan Barat,Kab Mempawah,Mempawah Timur,12400
Kalimantan Barat,Kab Mempawah,Sadaniang,12400
Kalimantan Barat,Kab Mempawah,Segedong,12400
Kalimantan Barat,Kab Mempawah,Siantan-Mmw,12400
Kalimantan Barat,Kab Mempawah,Sungai Kunyit,12400
Kalimantan Barat,Kab Mempawah,Sungai Pinyuh,12400
Kalimantan Barat,Kab Mempawah,Toho,12400
Kalimantan Barat,Kab Sambas,Galing,12400
Kalimantan Barat,Kab Sambas,Jawai,12400
Kalimantan Barat,Kab Sambas,Jawai Selatan,12400
Kalimantan Barat,Kab Sambas,Paloh,12400
Kalimantan Barat,Kab Sambas,Pemangkat,12400
Kalimantan Barat,Kab Sambas,Sajad,12400
Kalimantan Barat,Kab Sambas,Sajingan Besar,12400
Kalimantan Barat,Kab Sambas,Salatiga,12400
Kalimantan Barat,Kab Sambas,Sambas,12400
Kalimantan Barat,Kab Sambas,Sebawi,12400
Kalimantan Barat,Kab Sambas,Sejangkung,12400
Kalimantan Barat,Kab Sambas,Selakau,12400
Kalimantan Barat,Kab Sambas,Selakau Timur,12400
Kalimantan Barat,Kab Sambas,Semparuk,12400
Kalimantan Barat,Kab Sambas,Subah-Sas,12400
Kalimantan Barat,Kab Sambas,Tangaran,12400
Kalimantan Barat,Kab Sambas,Tebas,12400
Kalimantan Barat,Kab Sambas,Tekarang,12400
Kalimantan Barat,Kab Sambas,Teluk Keramat,12400
Kalimantan Barat,Kab Sanggau,Balai Karangan,12400
Kalimantan Barat,Kab Sanggau,Beduai,12400
Kalimantan Barat,Kab Sanggau,Bonti,12400
Kalimantan Barat,Kab Sanggau,Entikong,12400
Kalimantan Barat,Kab Sanggau,Jangkang,12400
Kalimantan Barat,Kab Sanggau,Kembayan,12400
Kalimantan Barat,Kab Sanggau,Meliau,12400
Kalimantan Barat,Kab Sanggau,Mukok,12400
Kalimantan Barat,Kab Sanggau,Noyan,12400
Kalimantan Barat,Kab Sanggau,Parindu,12400
Kalimantan Barat,Kab Sanggau,Sanggau Kapuas,12400
Kalimantan Barat,Kab Sanggau,Sekayam,12400
Kalimantan Barat,Kab Sanggau,Tayan Hilir,12400
Kalimantan Barat,Kab Sanggau,Tayan Hulu,12400
Kalimantan Barat,Kab Sanggau,Toba,12400
Kalimantan Barat,Kab Sekadau,Belitang,12400
Kalimantan Barat,Kab Sekadau,Belitang Hilir,12400
Kalimantan Barat,Kab Sekadau,Belitang Hulu,12400
Kalimantan Barat,Kab Sekadau,Nanga Mahap,12400
Kalimantan Barat,Kab Sekadau,Taman Nanga,12400
Kalimantan Barat,Kab Sekadau,Sekadau Hilir,12400
Kalimantan Barat,Kab Sekadau,Sekadau Hulu,12400
Kalimantan Barat,Kab Sintang,Ambalau-Sqg,12400
Kalimantan Barat,Kab Sintang,Binjai Hulu,12400
Kalimantan Barat,Kab Sintang,Dedai,12400
Kalimantan Barat,Kab Sintang,Kayan Hilir-Sqg,12400
Kalimantan Barat,Kab Sintang,Kayan Hulu-Sqg,12400
Kalimantan Barat,Kab Sintang,Kelam Permai,12400
Kalimantan Barat,Kab Sintang,Ketungau Hilir,12400
Kalimantan Barat,Kab Sintang,Ketungau Hulu,12400
Kalimantan Barat,Kab Sintang,Ketungau Tengah,12400
Kalimantan Barat,Kab Sintang,Sepauk,12400
Kalimantan Barat,Kab Sintang,Serawai,12400
Kalimantan Barat,Kab Sintang,Sintang,12400
Kalimantan Barat,Kab Sintang,Sungai Tebelian,12400
Kalimantan Barat,Kab Sintang,Tempunak,12400
Kalimantan Barat,Kota Pontianak,Pontianak Barat,11000
Kalimantan Barat,Kota Pontianak,Kota Pontianak,11000
Kalimantan Barat,Kota Pontianak,Pontianak Selatan,11000
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,11000
Kalimantan Barat,Kota Pontianak,Pontianak Timur,11000
Kalimantan Barat,Kota Pontianak,Pontianak Utara,11000
Kalimantan Barat,Kota Pontianak,Pontianak 1,11000
Kalimantan Barat,Kota Singkawang,Singkawang Barat,12400
Kalimantan Barat,Kota Singkawang,Singkawang Selatan,12400
Kalimantan Barat,Kota Singkawang,Singkawang Tengah,12400
Kalimantan Barat,Kota Singkawang,Singkawang Timur,12400
Kalimantan Barat,Kota Singkawang,Singkawang Utara,12400
Kalimantan Selatan,Kab Balangan,Awayan,9500
Kalimantan Selatan,Kab Balangan,Batu Mandi,9500
Kalimantan Selatan,Kab Balangan,Halong,9500
Kalimantan Selatan,Kab Balangan,Juai,9500
Kalimantan Selatan,Kab Balangan,Lampihong,9500
Kalimantan Selatan,Kab Balangan,Paringin,9500
Kalimantan Selatan,Kab Balangan,Paringin Selatan,9500
Kalimantan Selatan,Kab Balangan,Tebing Tinggi-Pag,9500
Kalimantan Selatan,Kab Banjar,Aluh-Aluh,9500
Kalimantan Selatan,Kab Banjar,Aranio,9500
Kalimantan Selatan,Kab Banjar,Istanbul,9500
Kalimantan Selatan,Kab Banjar,Beruntung Baru,9500
Kalimantan Selatan,Kab Banjar,Cintapuri Darussalam,9500
Kalimantan Selatan,Kab Banjar,Gambut,9500
Kalimantan Selatan,Kab Banjar,Karang Intan,9500
Kalimantan Selatan,Kab Banjar,Kertak Hanyar,9500
Kalimantan Selatan,Kab Banjar,Martapura Barat,9500
Kalimantan Selatan,Kab Banjar,Martapura Kota,9500
Kalimantan Selatan,Kab Banjar,Martapura Timur,9500
Kalimantan Selatan,Kab Banjar,Mataraman,9500
Kalimantan Selatan,Kab Banjar,Pengaron,9500
Kalimantan Selatan,Kab Banjar,Peramasan,9500
Kalimantan Selatan,Kab Banjar,Sambung Makmur,9500
Kalimantan Selatan,Kab Banjar,Sei_Sungai Pinang,9500
Kalimantan Selatan,Kab Banjar,Sei_Sungai Tabuk,9500
Kalimantan Selatan,Kab Banjar,Simpang Empat-Mta,9500
Kalimantan Selatan,Kab Banjar,Tatah Makmur,9500
Kalimantan Selatan,Kab Banjar,Telaga Bauuntung,9500
Kalimantan Selatan,Kab Barito Kuala,Alalak,9500
Kalimantan Selatan,Kab Barito Kuala,Anjir Muara,9500
Kalimantan Selatan,Kab Barito Kuala,Pasar Anjir,9500
Kalimantan Selatan,Kab Barito Kuala,Bakumpai,9500
Kalimantan Selatan,Kab Barito Kuala,Barambai,9500
Kalimantan Selatan,Kab Barito Kuala,Belawang,9500
Kalimantan Selatan,Kab Barito Kuala,Cerbon,9500
Kalimantan Selatan,Kab Barito Kuala,Jejangkit,9500
Kalimantan Selatan,Kab Barito Kuala,Kuripan-Mrh,9500
Kalimantan Selatan,Kab Barito Kuala,Mandastana,9500
Kalimantan Selatan,Kab Barito Kuala,Marabahan,9500
Kalimantan Selatan,Kab Barito Kuala,Mekar Sari,9500
Kalimantan Selatan,Kab Barito Kuala,Rantau Badauh,9500
Kalimantan Selatan,Kab Barito Kuala,Tabukan,9500
Kalimantan Selatan,Kab Barito Kuala,Tabunganen,9500
Kalimantan Selatan,Kab Barito Kuala,Tamban,9500
Kalimantan Selatan,Kab Barito Kuala,Wanaraya,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Angkinang,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Daha Barat,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Daha Selatan,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Daha Utara,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Kalumpang-Kdg,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Kandangan-Kdg,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Loksado,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Padang Batung,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Simpur,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Sungai Raya-Kdg,9500
Kalimantan Selatan,Kab Hulu Sungai Selatan,Telaga Langsat,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Barabai,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Batang Alai Selatan,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Batang Alai Timur,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Batang Alai Utara,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Batu Menawa,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Hantakan,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Haruyan,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Labuan Amas Selatan,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Labuan Amas Utara,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Limpasu,9500
Kalimantan Selatan,Kab Hulu Sungai Tengah,Pandawan,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Amuntai Selatan,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Amuntai Tengah,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Amuntai Utara,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Babirik,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Banjang,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Danau Panggang,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Haur Gading,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Paminggir,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Sungai Pandan,9500
Kalimantan Selatan,Kab Hulu Sungai Utara,Sungai Tabukan,9500
Kalimantan Selatan,Kab Kotabaru,Hampang,9500
Kalimantan Selatan,Kab Kotabaru,Kelumpang Barat,9500
Kalimantan Selatan,Kab Kotabaru,Kelumpang Hilir,9500
Kalimantan Selatan,Kab Kotabaru,Kelumpang Hulu,9500
Kalimantan Selatan,Kab Kotabaru,Kelumpang Selatan,9500
Kalimantan Selatan,Kab Kotabaru,Kelumpang Tengah,9500
Kalimantan Selatan,Kab Kotabaru,Kelumpang Utara,9500
Kalimantan Selatan,Kab Kotabaru,Pamukan Barat,9500
Kalimantan Selatan,Kab Kotabaru,Pamukan Selatan,9500
Kalimantan Selatan,Kab Kotabaru,Pamukan Utara,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Barat,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Kepulauan,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Selatan,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Tanjung Selaya,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Tengah,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Timur,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Laut Utara,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Sebuku,9500
Kalimantan Selatan,Kab Kotabaru,Pulau Sembilan-KBW,9500
Kalimantan Selatan,Kab Kotabaru,Sampanahan,9500
Kalimantan Selatan,Kab Kotabaru,Sungai Durian,9500
Kalimantan Selatan,Kab Tabalong,Banua Lawas,9500
Kalimantan Selatan,Kab Tabalong,Bintang Ara,9500
Kalimantan Selatan,Kab Tabalong,Haruai,9500
Kalimantan Selatan,Kab Tabalong,Jaro,9500
Kalimantan Selatan,Kab Tabalong,Kelua,9500
Kalimantan Selatan,Kab Tabalong,Muara Harus,9500
Kalimantan Selatan,Kab Tabalong,Muara Uya,9500
Kalimantan Selatan,Kab Tabalong,Murung Pudak,9500
Kalimantan Selatan,Kab Tabalong,Pugaan,9500
Kalimantan Selatan,Kab Tabalong,Tanjung-Tjg,9500
Kalimantan Selatan,Kab Tabalong,Tanta,9500
Kalimantan Selatan,Kab Tabalong,Upau,9500
Kalimantan Selatan,Kab Tanah Bumbu,Angsana-Bln,9500
Kalimantan Selatan,Kab Tanah Bumbu,Batulicin,9500
Kalimantan Selatan,Kab Tanah Bumbu,Karang Bintang,9500
Kalimantan Selatan,Kab Tanah Bumbu,Kuranji-Bln,9500
Kalimantan Selatan,Kab Tanah Bumbu,Kusan Hilir,9500
Kalimantan Selatan,Kab Tanah Bumbu,Kusan Hulu,9500
Kalimantan Selatan,Kab Tanah Bumbu,Mantewe,9500
Kalimantan Selatan,Kab Tanah Bumbu,Satui,9500
Kalimantan Selatan,Kab Tanah Bumbu,Simpang Empat-Bln,9500
Kalimantan Selatan,Kab Tanah Bumbu,Sungai Loban,9500
Kalimantan Selatan,Kab Tanah Laut,Bajuin,9500
Kalimantan Selatan,Kab Tanah Laut,Bati-Bati,9500
Kalimantan Selatan,Kab Tanah Laut,Batu Ampar-Plr,9500
Kalimantan Selatan,Kab Tanah Laut,Bumi Makmur,9500
Kalimantan Selatan,Kab Tanah Laut,Jorong,9500
Kalimantan Selatan,Kab Tanah Laut,Kintap,9500
Kalimantan Selatan,Kab Tanah Laut,Kurau,9500
Kalimantan Selatan,Kab Tanah Laut,Panyipatan,9500
Kalimantan Selatan,Kab Tanah Laut,Pelaihari,9500
Kalimantan Selatan,Kab Tanah Laut,Takisung,9500
Kalimantan Selatan,Kab Tanah Laut,Tambang Ulang,9500
Kalimantan Selatan,Kab Tapin,Bakarangan,9500
Kalimantan Selatan,Kab Tapin,Binuang-Rtu ,9500
Kalimantan Selatan,Kab Tapin,Bungur,9500
Kalimantan Selatan,Kab Tapin,Candi Laras Selatan,9500
Kalimantan Selatan,Kab Tapin,Candi Laras Utara,9500
Kalimantan Selatan,Kab Tapin,Hatungan,9500
Kalimantan Selatan,Kab Tapin,Lokpaikat,9500
Kalimantan Selatan,Kab Tapin,Piano,9500
Kalimantan Selatan,Kab Tapin,Salam Babaris,9500
Kalimantan Selatan,Kab Tapin,Tapin Selatan,9500
Kalimantan Selatan,Kab Tapin,Tapin Tengah,9500
Kalimantan Selatan,Kab Tapin,Tapin Utara,9500
Kalimantan Selatan,Kota Banjarbaru,Banjarbaru Selatan,9500
Kalimantan Selatan,Kota Banjarbaru,Banjarbaru Utara,9500
Kalimantan Selatan,Kota Banjarbaru,Cempaka-Bjb,9500
Kalimantan Selatan,Kota Banjarbaru,Landasan Ulin,9500
Kalimantan Selatan,Kota Banjarbaru,Liang Anggang,9500
Kalimantan Selatan,Kota Banjarmasin,Banjarmasin Barat,7500
Kalimantan Selatan,Kota Banjarmasin,Banjarmasin Selatan,7500
Kalimantan Selatan,Kota Banjarmasin,Banjarmasin Tengah,7500
Kalimantan Selatan,Kota Banjarmasin,Banjarmasin Timur,7500
Kalimantan Selatan,Kota Banjarmasin,Banjarmasin Utara,7500
Kalimantan Tengah,Kab Barito Selatan,Dusun Hilir,13000
Kalimantan Tengah,Kab Barito Selatan,Dusun Selatan,13000
Kalimantan Tengah,Kab Barito Selatan,Dusun Utara,13000
Kalimantan Tengah,Kab Barito Selatan,Gunung Bintang Awai,13000
Kalimantan Tengah,Kab Barito Selatan,Jenamas,13000
Kalimantan Tengah,Kab Barito Selatan,Kurau Kuala,13000
Kalimantan Tengah,Kab Barito Timur,Awang,13000
Kalimantan Tengah,Kab Barito Timur,Banua Lima,13000
Kalimantan Tengah,Kab Barito Timur,Dusun Tengah,13000
Kalimantan Tengah,Kab Barito Timur,Dusun Timur,13000
Kalimantan Tengah,Kab Barito Timur,Karuseng Janang,13000
Kalimantan Tengah,Kab Barito Timur,Paju Epat,13000
Kalimantan Tengah,Kab Barito Timur,Paku,13000
Kalimantan Tengah,Kab Barito Timur,Patangkape Tutui,13000
Kalimantan Tengah,Kab Barito Timur,Pematang Karau,13000
Kalimantan Tengah,Kab Barito Timur,Batuah Langka,13000
Kalimantan Tengah,Kab Barito Utara,Gunung Purei,13000
Kalimantan Tengah,Kab Barito Utara,Gunung Timang,13000
Kalimantan Tengah,Kab Barito Utara,Lahei,13000
Kalimantan Tengah,Kab Barito Utara,Lahei Barat,13000
Kalimantan Tengah,Kab Barito Utara,Montalat_Barito Utara,13000
Kalimantan Tengah,Kab Barito Utara,Teweh Baru,13000
Kalimantan Tengah,Kab Barito Utara,Teweh Selatan,13000
Kalimantan Tengah,Kab Barito Utara,Teweh Tengah,13000
Kalimantan Tengah,Kab Barito Utara,Teweh Timur,13000
Kalimantan Tengah,Kab Gunung Mas,Damang Batu,11000
Kalimantan Tengah,Kab Gunung Mas,Kahayan Hulu Utara,11000
Kalimantan Tengah,Kab Gunung Mas,Kurun,11000
Kalimantan Tengah,Kab Gunung Mas,Manuhing,11000
Kalimantan Tengah,Kab Gunung Mas,Manuhing Raya,11000
Kalimantan Tengah,Kab Gunung Mas,Mihing Raya,11000
Kalimantan Tengah,Kab Gunung Mas,Miri Manasa,11000
Kalimantan Tengah,Kab Gunung Mas,Rungan,11000
Kalimantan Tengah,Kab Gunung Mas,Rangan Barat,11000
Kalimantan Tengah,Kab Gunung Mas,Rungan Hulu,11000
Kalimantan Tengah,Kab Gunung Mas,Sepang,11000
Kalimantan Tengah,Kab Gunung Mas,Tewah,11000
Kalimantan Tengah,Kab Kapuas,Basarang,11000
Kalimantan Tengah,Kab Kapuas,Bataguh,11000
Kalimantan Tengah,Kab Kapuas,Dadahup,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Barat,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Hilir,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Hulu,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Kuala,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Murung,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Tengah,11000
Kalimantan Tengah,Kab Kapuas,Kapuas Timur,11000
Kalimantan Tengah,Kab Kapuas,Mandau Talawang,11000
Kalimantan Tengah,Kab Kapuas,Mantangai,11000
Kalimantan Tengah,Kab Kapuas,Pasak Talawang,11000
Kalimantan Tengah,Kab Kapuas,Pulau Petak,11000
Kalimantan Tengah,Kab Kapuas,Selat-Kks,11000
Kalimantan Tengah,Kab Kapuas,Tambah Catur,11000
Kalimantan Tengah,Kab Kapuas,Timpah,11000
Kalimantan Tengah,Kab Katingan,Bukit Raya-Ksg,11000
Kalimantan Tengah,Kab Katingan,Kamipang,11000
Kalimantan Tengah,Kab Katingan,Katangan Hilir,11000
Kalimantan Tengah,Kab Katingan,Katangan Hulu,11000
Kalimantan Tengah,Kab Katingan,Katingan Kuala,11000
Kalimantan Tengah,Kab Katingan,Katingan Tengah,11000
Kalimantan Tengah,Kab Katingan,Markit,11000
Kalimantan Tengah,Kab Katingan,Mendawai,11000
Kalimantan Tengah,Kab Katingan,Petak Malai,11000
Kalimantan Tengah,Kab Katingan,Pulau Malan,11000
Kalimantan Tengah,Kab Katingan,Sanaman Mantikei,11000
Kalimantan Tengah,Kab Katingan,Tasik Payawan,11000
Kalimantan Tengah,Kab Katingan,Tewang Sanggalang Garing,11000
Kalimantan Tengah,Kab Kotawaringin Barat,Arut Selatan,14000
Kalimantan Tengah,Kab Kotawaringin Barat,Arut Utara,14000
Kalimantan Tengah,Kab Kotawaringin Barat,Kotawaringin Lama,14000
Kalimantan Tengah,Kab Kotawaringin Barat,Kumai,14000
Kalimantan Tengah,Kab Kotawaringin Barat,Pangkalan Banteng,14000
Kalimantan Tengah,Kab Kotawaringin Barat,Pangkalan Lada,14000
Kalimantan Tengah,Kab Kotawaringin Timur,Antang Kalang,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Baamang,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Bukit Santuei,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Cempaga,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Cempaga Hulu,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Kota Besi,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Mentawa Baru,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Mentaya Hilir Selatan,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Mentaya Hilir Utara,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Mentaya Hulu,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Parenggean,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Pulau Hanaut,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Seranau,12000
Kalimantan Tengah,Kab Kotawaringin Timur,Telaga Antang,12000
